ManagerRowID,personID,year,teamID,leagueID,inseason,half,GamesManaged,Wins,Losses,rank,plyrMgr,isSeasonHalf
923,fletcar01,1923,PHI,NL,1,NULL,155,50,104,8.0,N,N
924,flintsi01,1879,CHN,NL,2,NULL,19,5,12,4.0,Y,N
925,fogarji01,1890,PHP,PL,1,NULL,16,7,9,5.0,Y,N
926,fogelho99,1902,NY1,NL,1,NULL,44,18,23,8.0,N,N
927,fogelho99,1887,IN3,NL,3,NULL,70,20,49,8.0,N,N
928,fohlle01,1924,BOS,AL,1,NULL,157,67,87,7.0,N,N
929,fohlle01,1923,SLA,AL,1,NULL,103,52,49,5.0,N,N
930,fohlle01,1922,SLA,AL,1,NULL,154,93,61,2.0,N,N
931,fohlle01,1918,CLE,AL,1,NULL,129,73,54,2.0,N,N
932,fohlle01,1926,BOS,AL,1,NULL,154,46,107,8.0,N,N
933,fohlle01,1925,BOS,AL,1,NULL,152,47,105,8.0,N,N
934,fohlle01,1916,CLE,AL,1,NULL,157,77,77,6.0,N,N
935,fohlle01,1917,CLE,AL,1,NULL,156,88,66,3.0,N,N
936,fohlle01,1921,SLA,AL,1,NULL,154,81,73,3.0,N,N
937,fohlle01,1919,CLE,AL,1,NULL,78,44,34,2.0,N,N
938,fohlle01,1915,CLE,AL,2,NULL,127,45,79,7.0,N,N
939,fonsele01,1934,CHA,AL,1,NULL,15,4,11,8.0,N,N
940,fonsele01,1932,CHA,AL,1,NULL,152,49,102,7.0,Y,N
941,fonsele01,1933,CHA,AL,1,NULL,151,67,83,6.0,Y,N
942,foutzda01,1895,BRO,NL,1,NULL,134,71,60,5.0,Y,N
943,foutzda01,1893,BRO,NL,1,NULL,130,65,63,7.0,Y,N
944,foutzda01,1894,BRO,NL,1,NULL,135,70,61,5.0,Y,N
945,foutzda01,1896,BRO,NL,1,NULL,133,58,73,10.0,Y,N
946,foxch01,1973,SFN,NL,1,NULL,162,88,74,3.0,N,N
947,foxch01,1972,SFN,NL,1,NULL,155,69,86,5.0,N,N
948,foxch01,1970,SFN,NL,2,NULL,120,67,53,3.0,N,N
949,foxch01,1971,SFN,NL,1,NULL,162,90,72,1.0,N,N
950,foxch01,1983,CHN,NL,2,NULL,39,17,22,5.0,N,N
951,foxch01,1976,MON,NL,2,NULL,34,12,22,6.0,N,N
952,foxch01,1974,SFN,NL,1,NULL,76,34,42,5.0,N,N
953,francte01,2014,CLE,AL,1,NULL,162,85,77,3.0,N,N
954,francte01,2009,BOS,AL,1,NULL,162,95,67,2.0,N,N
955,francte01,2015,CLE,AL,1,NULL,161,81,80,3.0,N,N
956,francte01,2008,BOS,AL,1,NULL,162,95,67,2.0,N,N
957,francte01,2007,BOS,AL,1,NULL,162,96,66,1.0,N,N
958,francte01,2000,PHI,NL,1,NULL,162,65,97,5.0,N,N
959,francte01,2006,BOS,AL,1,NULL,162,86,76,3.0,N,N
960,francte01,2018,CLE,AL,1,NULL,162,91,71,1.0,N,N
961,francte01,2013,CLE,AL,1,NULL,162,92,70,2.0,N,N
962,francte01,2011,BOS,AL,1,NULL,162,90,72,3.0,N,N
963,francte01,1998,PHI,NL,1,NULL,162,75,87,3.0,N,N
964,francte01,2016,CLE,AL,1,NULL,161,94,67,1.0,N,N
965,francte01,2004,BOS,AL,1,NULL,162,98,64,2.0,N,N
966,francte01,2005,BOS,AL,1,NULL,162,95,67,2.0,N,N
967,francte01,2019,CLE,AL,1,NULL,162,93,69,2.0,N,N
968,francte01,2020,CLE,AL,1,NULL,60,35,25,2.0,N,N
969,francte01,1997,PHI,NL,1,NULL,162,68,94,5.0,N,N
970,francte01,1999,PHI,NL,1,NULL,162,77,85,3.0,N,N
971,francte01,2017,CLE,AL,1,NULL,162,102,60,1.0,N,N
972,francte01,2010,BOS,AL,1,NULL,162,89,73,3.0,N,N
973,frankhe01,1968,SFN,NL,1,NULL,163,88,74,2.0,N,N
974,frankhe01,1967,SFN,NL,1,NULL,162,91,71,2.0,N,N
975,frankhe01,1978,CHN,NL,1,NULL,162,79,83,3.0,N,N
976,frankhe01,1965,SFN,NL,1,NULL,163,95,67,2.0,N,N
977,frankhe01,1966,SFN,NL,1,NULL,161,93,68,2.0,N,N
978,frankhe01,1979,CHN,NL,1,NULL,155,78,77,5.0,N,N
979,frankhe01,1977,CHN,NL,1,NULL,162,81,81,4.0,N,N
980,frazege99,1890,SR2,AA,1,NULL,71,31,40,6.0,N,N
981,frazege99,1890,SR2,AA,3,NULL,46,20,25,6.0,N,N
982,frazijo01,1977,NYN,NL,1,NULL,45,15,30,6.0,N,N
983,frazijo01,1976,NYN,NL,1,NULL,162,86,76,3.0,N,N
984,fregoji01,1987,CHA,AL,1,NULL,162,77,85,5.0,N,N
985,fregoji01,1993,PHI,NL,1,NULL,162,97,65,1.0,N,N
986,fregoji01,1992,PHI,NL,1,NULL,162,70,92,6.0,N,N
987,fregoji01,1981,CAL,AL,1,NULL,47,22,25,4.0,N,N
988,fregoji01,1978,CAL,AL,2,NULL,117,62,55,2.0,N,N
989,fregoji01,1999,TOR,AL,1,NULL,162,84,78,3.0,N,N
990,fregoji01,1994,PHI,NL,1,NULL,115,54,61,4.0,N,N
991,fregoji01,1979,CAL,AL,1,NULL,162,88,74,1.0,N,N
992,fregoji01,1996,PHI,NL,1,NULL,162,67,95,5.0,N,N
993,fregoji01,2000,TOR,AL,1,NULL,162,83,79,3.0,N,N
994,fregoji01,1995,PHI,NL,1,NULL,144,69,75,3.0,N,N
995,fregoji01,1981,CAL,AL,1,1,47,22,25,4.0,NULL,Y
996,fregoji01,1986,CHA,AL,3,NULL,96,45,51,5.0,N,N
997,fregoji01,1991,PHI,NL,2,NULL,149,74,75,3.0,N,N
998,fregoji01,1988,CHA,AL,1,NULL,161,71,90,5.0,N,N
999,fregoji01,1980,CAL,AL,1,NULL,160,65,95,6.0,N,N
1000,freyji99,1986,CHN,NL,1,NULL,56,23,33,5.0,N,N
1001,freyji99,1980,KCA,AL,1,NULL,162,97,65,1.0,N,N
1002,freyji99,1981,KCA,AL,1,2,20,10,10,1.0,NULL,Y
1003,freyji99,1981,KCA,AL,1,1,50,20,30,5.0,NULL,Y
1004,freyji99,1981,KCA,AL,1,NULL,70,30,40,1.0,N,N
1005,freyji99,1984,CHN,NL,1,NULL,161,96,65,1.0,N,N
1006,freyji99,1985,CHN,NL,1,NULL,162,77,84,4.0,N,N
1007,friscfr01,1943,PIT,NL,1,NULL,157,80,74,4.0,N,N
1008,friscfr01,1945,PIT,NL,1,NULL,155,82,72,4.0,N,N
1009,friscfr01,1938,SLN,NL,1,NULL,139,63,72,6.0,N,N
1010,friscfr01,1949,CHN,NL,2,NULL,104,42,62,8.0,N,N
1011,friscfr01,1937,SLN,NL,1,NULL,157,81,73,4.0,Y,N
1012,friscfr01,1934,SLN,NL,1,NULL,154,95,58,1.0,Y,N
1013,friscfr01,1935,SLN,NL,1,NULL,154,96,58,2.0,Y,N
1014,friscfr01,1951,CHN,NL,1,NULL,81,35,45,8.0,N,N
1015,friscfr01,1941,PIT,NL,1,NULL,156,81,73,4.0,N,N
1016,friscfr01,1950,CHN,NL,1,NULL,154,64,89,7.0,N,N
1017,friscfr01,1946,PIT,NL,1,NULL,152,62,89,7.0,N,N
1018,friscfr01,1942,PIT,NL,1,NULL,151,66,81,5.0,N,N
1019,friscfr01,1936,SLN,NL,1,NULL,155,87,67,2.0,Y,N
1020,friscfr01,1944,PIT,NL,1,NULL,158,90,63,2.0,N,N
1021,friscfr01,1940,PIT,NL,1,NULL,156,78,76,4.0,N,N
1022,friscfr01,1933,SLN,NL,2,NULL,63,36,26,5.0,Y,N
1023,fuchsju99,1929,BSN,NL,1,NULL,154,56,98,8.0,N,N
1024,gaffnjo99,1887,WS8,NL,1,NULL,126,46,76,7.0,N,N
1025,gaffnjo99,1886,WS8,NL,2,NULL,43,15,25,8.0,N,N
1026,galanma99,1999,HOU,NL,2,NULL,27,13,14,2.0,N,N
1027,galvipu01,1885,BFN,NL,1,NULL,24,7,17,7.0,Y,N
1028,ganzejo01,1915,BRF,FL,2,NULL,35,17,18,7.0,N,N
1029,ganzejo01,1908,CIN,NL,1,NULL,155,73,81,5.0,Y,N
1030,garcida99,1978,CAL,AL,1,NULL,45,25,20,2.0,N,N
1031,garcida99,1981,CLE,AL,1,NULL,103,52,51,5.0,N,N
1032,garcida99,1980,CLE,AL,1,NULL,160,79,81,6.0,N,N
1033,garcida99,1981,CLE,AL,1,1,50,26,24,6.0,NULL,Y
1034,garcida99,1982,CLE,AL,1,NULL,162,78,84,7.0,N,N
1035,garcida99,1977,CAL,AL,2,NULL,81,35,46,5.0,N,N
1036,garcida99,1981,CLE,AL,1,2,53,26,27,5.0,NULL,Y
1037,garcida99,1979,CLE,AL,2,NULL,66,38,28,6.0,N,N
1038,gardero01,2005,MIN,AL,1,NULL,162,83,79,3.0,N,N
1039,gardero01,2020,DET,AL,1,NULL,50,21,29,5.0,N,N
1040,gardero01,2004,MIN,AL,1,NULL,162,92,70,1.0,N,N
1041,gardero01,2010,MIN,AL,1,NULL,162,94,68,1.0,N,N
1042,gardero01,2003,MIN,AL,1,NULL,162,90,72,1.0,N,N
1043,gardero01,2007,MIN,AL,1,NULL,162,79,83,3.0,N,N
1044,gardero01,2006,MIN,AL,1,NULL,162,96,66,1.0,N,N
1045,gardero01,2013,MIN,AL,1,NULL,162,66,96,4.0,N,N
1046,gardero01,2012,MIN,AL,1,NULL,162,66,96,5.0,N,N
1047,gardero01,2014,MIN,AL,1,NULL,162,70,92,5.0,N,N
1048,gardero01,2008,MIN,AL,1,NULL,163,88,75,2.0,N,N
1049,gardero01,2002,MIN,AL,1,NULL,161,94,67,1.0,N,N
1050,gardero01,2009,MIN,AL,1,NULL,163,87,76,1.0,N,N
1051,gardero01,2018,DET,AL,1,NULL,162,64,98,3.0,N,N
1052,gardero01,2019,DET,AL,1,NULL,161,47,114,5.0,N,N
1053,gardero01,2011,MIN,AL,1,NULL,162,63,99,5.0,N,N
1054,gardnbi02,1983,MIN,AL,1,NULL,162,70,92,6.0,N,N
1055,gardnbi02,1984,MIN,AL,1,NULL,162,81,81,3.0,N,N
1056,gardnbi02,1987,KCA,AL,1,NULL,126,62,64,2.0,N,N
1057,gardnbi02,1982,MIN,AL,1,NULL,162,60,102,7.0,N,N
1058,gardnbi02,1981,MIN,AL,2,NULL,73,30,43,4.0,N,N
1059,gardnbi02,1985,MIN,AL,1,NULL,62,27,35,4.0,N,N
1060,gardnbi02,1981,MIN,AL,2,2,53,24,29,4.0,NULL,Y
1061,gardnbi02,1981,MIN,AL,2,1,20,6,14,7.0,NULL,Y
1062,garneph01,1995,ML4,AL,1,NULL,144,65,79,4.0,N,N
1063,garneph01,2002,DET,AL,1,NULL,6,0,6,5.0,N,N
1064,garneph01,1996,ML4,AL,1,NULL,163,80,82,3.0,N,N
1065,garneph01,2000,DET,AL,1,NULL,162,79,83,3.0,N,N
1066,garneph01,1999,MIL,NL,1,NULL,112,52,60,5.0,N,N
1067,garneph01,1998,MIL,NL,1,NULL,162,74,88,5.0,N,N
1068,garneph01,2006,HOU,NL,1,NULL,162,82,80,2.0,N,N
1069,garneph01,1992,ML4,AL,1,NULL,162,92,70,2.0,N,N
1070,garneph01,1994,ML4,AL,1,NULL,115,53,62,5.0,N,N
1071,garneph01,1993,ML4,AL,1,NULL,162,69,93,7.0,N,N
1072,garneph01,2007,HOU,NL,1,NULL,131,58,73,6.0,N,N
1073,garneph01,1997,ML4,AL,1,NULL,161,78,83,3.0,N,N
1074,garneph01,2005,HOU,NL,1,NULL,163,89,73,2.0,N,N
1075,garneph01,2004,HOU,NL,2,NULL,74,48,26,2.0,N,N
1076,garneph01,2001,DET,AL,1,NULL,162,66,96,4.0,N,N
1077,gastoci01,1991,TOR,AL,3,NULL,9,6,3,1.0,N,N
1078,gastoci01,2008,TOR,AL,2,NULL,88,51,37,4.0,N,N
1079,gastoci01,1989,TOR,AL,2,NULL,126,77,49,1.0,N,N
1080,gastoci01,1994,TOR,AL,1,NULL,115,55,60,3.0,N,N
1081,gastoci01,1991,TOR,AL,1,NULL,120,66,54,1.0,N,N
1082,gastoci01,2009,TOR,AL,1,NULL,162,75,87,4.0,N,N
1083,gastoci01,1992,TOR,AL,1,NULL,162,96,66,1.0,N,N
1084,gastoci01,1996,TOR,AL,1,NULL,162,74,88,4.0,N,N
1085,gastoci01,2010,TOR,AL,1,NULL,162,85,77,4.0,N,N
1086,gastoci01,1995,TOR,AL,1,NULL,144,56,88,5.0,N,N
1087,gastoci01,1993,TOR,AL,1,NULL,162,95,67,1.0,N,N
1088,gastoci01,1997,TOR,AL,1,NULL,157,72,85,5.0,N,N
1089,gastoci01,1990,TOR,AL,1,NULL,162,86,76,2.0,N,N
1090,gerenbo01,2008,OAK,AL,1,NULL,161,75,86,3.0,N,N
1091,gerenbo01,2011,OAK,AL,1,NULL,63,27,36,4.0,N,N
1092,gerenbo01,2007,OAK,AL,1,NULL,162,76,86,3.0,N,N
1093,gerenbo01,2009,OAK,AL,1,NULL,162,75,87,4.0,N,N
1094,gerenbo01,2010,OAK,AL,1,NULL,162,81,81,2.0,N,N
1095,gerhajo01,1883,LS2,AA,1,NULL,98,52,45,5.0,Y,N
1096,gerhajo01,1890,SL4,AA,6,NULL,38,20,16,3.0,Y,N
1097,gessldo01,1914,PTF,FL,1,NULL,11,3,8,7.0,N,N
1098,gibbojo02,2006,TOR,AL,1,NULL,162,87,75,2.0,N,N
1099,gibbojo02,2004,TOR,AL,2,NULL,50,20,30,5.0,N,N
1100,gibbojo02,2015,TOR,AL,1,NULL,162,93,69,1.0,N,N
1101,gibbojo02,2018,TOR,AL,1,NULL,162,73,89,4.0,N,N
1102,gibbojo02,2016,TOR,AL,1,NULL,162,89,73,2.0,N,N
1103,gibbojo02,2013,TOR,AL,1,NULL,162,74,88,5.0,N,N
1104,gibbojo02,2017,TOR,AL,1,NULL,162,76,86,4.0,N,N
1105,gibbojo02,2005,TOR,AL,1,NULL,162,80,82,3.0,N,N
1106,gibbojo02,2007,TOR,AL,1,NULL,162,83,79,3.0,N,N
1107,gibbojo02,2008,TOR,AL,1,NULL,74,35,39,5.0,N,N
1108,gibbojo02,2014,TOR,AL,1,NULL,162,83,79,3.0,N,N
1109,gibsoge01,1925,CHN,NL,3,NULL,26,12,14,8.0,N,N
1110,gibsoge01,1933,PIT,NL,1,NULL,154,87,67,2.0,N,N
1111,gibsoge01,1921,PIT,NL,1,NULL,154,90,63,2.0,N,N
1112,gibsoge01,1932,PIT,NL,1,NULL,154,86,68,2.0,N,N
1113,gibsoge01,1920,PIT,NL,1,NULL,155,79,75,4.0,N,N
1114,gibsoge01,1934,PIT,NL,1,NULL,51,27,24,5.0,N,N
1115,gibsoge01,1922,PIT,NL,1,NULL,65,32,33,3.0,N,N
1116,gibsoki01,2010,ARI,NL,2,NULL,83,34,49,5.0,N,N
1117,gibsoki01,2012,ARI,NL,1,NULL,162,81,81,3.0,N,N
1118,gibsoki01,2014,ARI,NL,1,NULL,159,63,96,5.0,N,N
1119,gibsoki01,2013,ARI,NL,1,NULL,162,81,81,2.0,N,N
1120,gibsoki01,2011,ARI,NL,1,NULL,162,94,68,1.0,N,N
1121,giffoji99,1886,NY4,AA,1,NULL,17,5,12,7.0,N,N
1122,giffoji99,1885,NY4,AA,1,NULL,108,44,64,7.0,N,N
1123,giffoji99,1884,IN2,AA,1,NULL,87,25,60,11.0,N,N
1124,girarjo01,2015,NYA,AL,1,NULL,162,87,75,2.0,N,N
1125,girarjo01,2014,NYA,AL,1,NULL,162,84,78,2.0,N,N
1126,girarjo01,2008,NYA,AL,1,NULL,162,89,73,3.0,N,N
1127,girarjo01,2009,NYA,AL,1,NULL,162,103,59,1.0,N,N
1128,girarjo01,2011,NYA,AL,1,NULL,162,97,65,1.0,N,N
1129,girarjo01,2006,FLO,NL,1,NULL,162,78,84,4.0,N,N
1130,girarjo01,2013,NYA,AL,1,NULL,162,85,77,3.0,N,N
1131,girarjo01,2012,NYA,AL,1,NULL,162,95,67,1.0,N,N
1132,girarjo01,2020,PHI,NL,1,NULL,60,28,32,3.0,N,N
1133,girarjo01,2016,NYA,AL,1,NULL,162,84,78,4.0,N,N
1134,girarjo01,2017,NYA,AL,1,NULL,162,91,71,2.0,N,N
1135,girarjo01,2010,NYA,AL,1,NULL,162,95,67,2.0,N,N
1136,glassja01,1889,IN3,NL,2,NULL,67,34,32,7.0,Y,N
1137,glassja01,1892,SLN,NL,1,1,4,1,3,9.0,NULL,Y
1138,glassja01,1892,SLN,NL,1,NULL,4,1,3,9.0,Y,N
1139,gleaski01,1919,CHA,AL,1,NULL,140,88,52,1.0,N,N
1140,gleaski01,1921,CHA,AL,1,NULL,154,62,92,7.0,N,N
1141,gleaski01,1923,CHA,AL,1,NULL,156,69,85,7.0,N,N
1142,gleaski01,1922,CHA,AL,1,NULL,155,77,77,5.0,N,N
1143,gleaski01,1920,CHA,AL,1,NULL,154,96,58,2.0,N,N
1144,gomezpr01,1970,SDN,NL,1,NULL,162,63,99,6.0,N,N
1145,gomezpr01,1974,HOU,NL,1,NULL,162,81,81,4.0,N,N
1146,gomezpr01,1980,CHN,NL,1,NULL,90,38,52,6.0,N,N
1147,gomezpr01,1972,SDN,NL,1,NULL,11,4,7,6.0,N,N
1148,gomezpr01,1969,SDN,NL,1,NULL,162,52,110,6.0,N,N
1149,gomezpr01,1975,HOU,NL,1,NULL,127,47,80,6.0,N,N
1150,gomezpr01,1971,SDN,NL,1,NULL,161,61,100,6.0,N,N
1151,gonzafr99,2016,ATL,NL,1,NULL,37,9,28,5.0,N,N
1152,gonzafr99,2013,ATL,NL,1,NULL,162,96,66,1.0,N,N
1153,gonzafr99,2011,ATL,NL,1,NULL,162,89,73,2.0,N,N
1154,gonzafr99,2014,ATL,NL,1,NULL,162,79,83,2.0,N,N
1155,gonzafr99,2015,ATL,NL,1,NULL,162,67,95,4.0,N,N
1156,gonzafr99,2012,ATL,NL,1,NULL,162,94,68,2.0,N,N
1157,gonzafr99,2010,FLO,NL,1,NULL,70,34,36,4.0,N,N
1158,gonzafr99,2007,FLO,NL,1,NULL,162,71,91,5.0,N,N
1159,gonzafr99,2009,FLO,NL,1,NULL,162,87,75,2.0,N,N
1160,gonzafr99,2008,FLO,NL,1,NULL,161,84,77,3.0,N,N
1161,gonzami01,1938,SLN,NL,2,NULL,17,8,8,6.0,N,N
1162,gonzami01,1940,SLN,NL,2,NULL,6,1,5,3.0,N,N
1163,gordojo01,1959,CLE,AL,1,NULL,154,89,65,2.0,N,N
1164,gordojo01,1960,DET,AL,3,NULL,57,26,31,6.0,N,N
1165,gordojo01,1969,KCA,AL,1,NULL,163,69,93,4.0,N,N
1166,gordojo01,1958,CLE,AL,2,NULL,86,46,40,4.0,N,N
1167,gordojo01,1960,CLE,AL,1,NULL,95,49,46,4.0,N,N
1168,gordojo01,1961,KC1,AL,1,NULL,60,26,33,9.0,N,N
1169,gorege01,1892,SLN,NL,4,NULL,16,6,9,11.0,Y,N
1170,gorege01,1892,SLN,NL,4,2,16,6,9,11.0,NULL,Y
1171,goryljo01,1981,MIN,AL,1,1,37,11,25,7.0,NULL,Y
1172,goryljo01,1981,MIN,AL,1,NULL,37,11,25,7.0,N,N
1173,goryljo01,1980,MIN,AL,2,NULL,36,23,13,3.0,N,N
1174,gouldch01,1876,CN1,NL,1,NULL,65,9,56,8.0,Y,N
1175,gouldch01,1875,NH1,NA,1,NULL,23,2,21,8.0,Y,N
1176,gowdyha01,1946,CIN,NL,2,NULL,4,3,1,6.0,N,N
1177,graffma99,1876,SL3,NL,1,NULL,56,39,17,2.0,N,N
1178,grammal01,1977,ML4,AL,1,NULL,162,67,95,6.0,N,N
1179,grammal01,1969,PIT,NL,2,NULL,5,4,1,3.0,N,N
1180,grammal01,1976,ML4,AL,1,NULL,161,66,95,6.0,N,N
1181,greenan01,2016,SDN,NL,1,NULL,162,68,94,5.0,N,N
1182,greenan01,2019,SDN,NL,1,NULL,154,69,85,5.0,N,N
1183,greenan01,2017,SDN,NL,1,NULL,162,71,91,4.0,N,N
1184,greenan01,2018,SDN,NL,1,NULL,162,66,96,5.0,N,N
1185,greenda02,1993,NYN,NL,2,NULL,124,46,78,7.0,N,N
1186,greenda02,1994,NYN,NL,1,NULL,113,55,58,3.0,N,N
1187,greenda02,1989,NYA,AL,1,NULL,121,56,65,5.0,N,N
1188,greenda02,1981,PHI,NL,1,1,55,34,21,1.0,NULL,Y
1189,greenda02,1995,NYN,NL,1,NULL,144,69,75,2.0,N,N
1190,greenda02,1980,PHI,NL,1,NULL,162,91,71,1.0,N,N
1191,greenda02,1979,PHI,NL,2,NULL,30,19,11,4.0,N,N
1192,greenda02,1981,PHI,NL,1,2,52,25,27,3.0,NULL,Y
1193,greenda02,1996,NYN,NL,1,NULL,131,59,72,4.0,N,N
1194,greenda02,1981,PHI,NL,1,NULL,107,59,48,1.0,N,N
1195,griffcl01,1912,WS1,AL,1,NULL,154,91,61,2.0,Y,N
1196,griffcl01,1913,WS1,AL,1,NULL,155,90,64,2.0,Y,N
1197,griffcl01,1904,NYA,AL,1,NULL,155,92,59,2.0,Y,N
1198,griffcl01,1914,WS1,AL,1,NULL,158,81,73,3.0,Y,N
1199,griffcl01,1906,NYA,AL,1,NULL,155,90,61,2.0,Y,N
1200,griffcl01,1915,WS1,AL,1,NULL,155,85,68,4.0,N,N
1201,griffcl01,1916,WS1,AL,1,NULL,159,76,77,7.0,N,N
1202,griffcl01,1901,CHA,AL,1,NULL,137,83,53,1.0,Y,N
1203,griffcl01,1907,NYA,AL,1,NULL,152,70,78,5.0,Y,N
1204,griffcl01,1908,NYA,AL,1,NULL,57,24,32,8.0,N,N
1205,griffcl01,1917,WS1,AL,1,NULL,158,74,79,5.0,N,N
1206,griffcl01,1918,WS1,AL,1,NULL,130,72,56,3.0,N,N
1207,griffcl01,1920,WS1,AL,1,NULL,153,68,84,6.0,N,N
1208,griffcl01,1909,CIN,NL,1,NULL,157,77,76,4.0,Y,N
1209,griffcl01,1905,NYA,AL,1,NULL,152,71,78,6.0,Y,N
1210,griffcl01,1902,CHA,AL,1,NULL,138,74,60,4.0,Y,N
1211,griffcl01,1911,CIN,NL,1,NULL,159,70,83,6.0,N,N
1212,griffcl01,1919,WS1,AL,1,NULL,142,56,84,7.0,N,N
1213,griffcl01,1903,NYA,AL,1,NULL,136,72,62,4.0,Y,N
1214,griffcl01,1910,CIN,NL,1,NULL,156,75,79,5.0,Y,N
1215,griffmi01,1898,BRO,NL,2,NULL,4,1,3,10.0,Y,N
1216,griffsa01,1891,WS9,AA,4,NULL,6,2,4,8.0,Y,N
1217,grimebu01,1938,BRO,NL,1,NULL,151,69,80,7.0,N,N
1218,grimebu01,1937,BRO,NL,1,NULL,155,62,91,6.0,N,N
1219,grimmch01,1960,CHN,NL,1,NULL,17,6,11,7.0,N,N
1220,grimmch01,1953,ML1,NL,1,NULL,157,92,62,2.0,N,N
1221,grimmch01,1952,BSN,NL,2,NULL,120,51,67,7.0,N,N
1222,grimmch01,1956,ML1,NL,1,NULL,46,24,22,2.0,N,N
1223,grimmch01,1938,CHN,NL,1,NULL,81,45,36,1.0,N,N
1224,grimmch01,1955,ML1,NL,1,NULL,154,85,69,2.0,N,N
1225,grimmch01,1935,CHN,NL,1,NULL,154,100,54,1.0,Y,N
1226,grimmch01,1949,CHN,NL,1,NULL,50,19,31,8.0,N,N
1227,grimmch01,1947,CHN,NL,1,NULL,155,69,85,6.0,N,N
1228,grimmch01,1934,CHN,NL,1,NULL,152,86,65,3.0,Y,N
1229,grimmch01,1937,CHN,NL,1,NULL,154,93,61,2.0,N,N
1230,grimmch01,1933,CHN,NL,1,NULL,154,86,68,3.0,Y,N
1231,grimmch01,1944,CHN,NL,3,NULL,146,74,69,4.0,N,N
1232,grimmch01,1954,ML1,NL,1,NULL,154,89,65,3.0,N,N
1233,grimmch01,1946,CHN,NL,1,NULL,155,82,71,3.0,N,N
1234,grimmch01,1932,CHN,NL,2,NULL,55,37,18,1.0,Y,N
1235,grimmch01,1948,CHN,NL,1,NULL,155,64,90,8.0,N,N
1236,grimmch01,1945,CHN,NL,1,NULL,155,98,56,1.0,N,N
1237,grimmch01,1936,CHN,NL,1,NULL,154,87,67,3.0,Y,N
1238,grohhe01,1918,CIN,NL,2,NULL,10,7,3,3.0,Y,N
1239,guilloz01,2006,CHA,AL,1,NULL,162,90,72,3.0,N,N
1240,guilloz01,2007,CHA,AL,1,NULL,162,72,90,4.0,N,N
1241,guilloz01,2010,CHA,AL,1,NULL,162,88,74,2.0,N,N
1242,guilloz01,2008,CHA,AL,1,NULL,163,89,74,1.0,N,N
1243,guilloz01,2011,CHA,AL,1,NULL,160,78,82,3.0,N,N
1244,guilloz01,2009,CHA,AL,1,NULL,162,79,83,3.0,N,N
1245,guilloz01,2012,MIA,NL,1,NULL,162,69,93,5.0,N,N
1246,guilloz01,2005,CHA,AL,1,NULL,162,99,63,1.0,N,N
1247,guilloz01,2004,CHA,AL,1,NULL,162,83,79,2.0,N,N
1248,guttedo01,1969,CHA,AL,2,NULL,145,60,85,5.0,N,N
1249,guttedo01,1970,CHA,AL,1,NULL,136,49,87,6.0,N,N
1250,haased01,1985,ATL,NL,1,NULL,121,50,71,5.0,N,N
1251,hackech99,1884,CL2,NL,1,NULL,113,35,77,7.0,N,N
1252,hackech99,1885,BR3,AA,1,NULL,37,15,22,5.0,N,N
1253,hackst01,1958,SLN,NL,2,NULL,10,3,7,5.0,N,N
1254,hackst01,1954,CHN,NL,1,NULL,154,64,90,7.0,N,N
1255,hackst01,1955,CHN,NL,1,NULL,154,72,81,6.0,N,N
1256,hackst01,1956,CHN,NL,1,NULL,157,60,94,8.0,N,N
1257,halech01,2015,ARI,NL,1,NULL,162,79,83,3.0,N,N
1258,halech01,2016,ARI,NL,1,NULL,162,69,93,4.0,N,N
1259,hallmbi01,1897,SLN,NL,3,NULL,50,13,36,12.0,Y,N
1260,haneyfr01,1959,ML1,NL,1,NULL,157,86,70,2.0,N,N
1261,haneyfr01,1953,PIT,NL,1,NULL,154,50,104,8.0,N,N
1262,haneyfr01,1957,ML1,NL,1,NULL,155,95,59,1.0,N,N
1263,haneyfr01,1958,ML1,NL,1,NULL,154,92,62,1.0,N,N
1264,haneyfr01,1955,PIT,NL,1,NULL,154,60,94,8.0,N,N
1265,haneyfr01,1956,ML1,NL,2,NULL,109,68,40,2.0,N,N
1266,haneyfr01,1941,SLA,AL,1,NULL,44,15,29,6.0,N,N
1267,haneyfr01,1939,SLA,AL,1,NULL,156,43,111,8.0,N,N
1268,haneyfr01,1954,PIT,NL,1,NULL,154,53,101,8.0,N,N
1269,haneyfr01,1940,SLA,AL,1,NULL,156,67,87,6.0,N,N
1270,hanlone01,1890,PTP,PL,1,NULL,131,60,68,6.0,Y,N
1271,hanlone01,1889,PIT,NL,3,NULL,46,26,18,5.0,Y,N
1272,hanlone01,1896,BLN,NL,1,NULL,132,90,39,1.0,N,N
1273,hanlone01,1907,CIN,NL,1,NULL,156,66,87,6.0,N,N
1274,hanlone01,1902,BRO,NL,1,NULL,141,75,63,2.0,N,N
1275,hanlone01,1906,CIN,NL,1,NULL,155,64,87,6.0,N,N
1276,hanlone01,1897,BLN,NL,1,NULL,136,90,40,2.0,N,N
1277,hanlone01,1892,BLN,NL,3,1,56,17,39,12.0,NULL,Y
1278,hanlone01,1892,BLN,NL,3,2,77,26,46,10.0,NULL,Y
1279,hanlone01,1903,BRO,NL,1,NULL,139,70,66,5.0,N,N
1280,hanlone01,1898,BLN,NL,1,NULL,154,96,53,2.0,N,N
1281,hanlone01,1893,BLN,NL,1,NULL,130,60,70,8.0,N,N
